address1,resource_id,resource_name,address2,city,state,zip,county,phone,fax,tty,toll_free,hotline,email,web_page,facebook_name,facebook_url,twitter,short_description
1359 E. St. Louis St.,53848,Springfield Public Schools: Office of Cultural Diversity,,Springfield,MO,65802,,417-523-0064,417-523-0099,,,,ltanderson@spsmail.org,www.springfieldpublicschoolsmo.org,,,,"Committed to building a school district community in which all areas of cultural diversity are valued; strives to enrich educational experiences by affording opportunities to challenge stereotypes and misconceptions that are often the foundation for insensitivity, misunderstanding and conflict."
1423 W. Atlantic St.,33556,Springfield Public Schools: Parents As Teachers (PAT) /Early Childhood Education,,Springfield,MO,65803,GREENE COUNTY,417-523-1160,417-523-1199,,,,mriley@spsmail.org,www.springfieldpublicschoolsmo.org,Springfield MO Parents as Teachers,https://www.facebook.com/pages/Springfield-MO-Parents-As-Teachers/1414608762085397,,Offers information and support to parents of preschool children through home visits and group meetings.
1423 W. Atlantic St.,34124,Springfield Public Schools: Teen Parent Program,,Springfield,MO,65803,GREENE COUNTY,417-523-1160,417-523-1199,,,,mriley@spsmail.org,www.springfieldpublicschoolsmo.org,Springfield MO Parents as Teachers,https://www.facebook.com/pages/Springfield-MO-Parents-As-Teachers/1414608762085397,,Provides information on effective parenting and child development through personal home visits and monthly group meetings at each high school.
Field Address: 7775 N Farm Road 189,CCCCC,Springfield RC Club,Mailing Address: 1686 State Highway E,Marshfield,MO,65706,Greene,417-759-9072,,,,,wes.parker@harrycooper.com,www.springfieldrcclub.org,,,,"Educates and unites local radio control modelers, and provides a safe and fun flying site."
The Creamery Arts Center,52933,Springfield Regional Arts Council,411 N. Sherman Parkway,Springfield,MO,65802,GREENE COUNTY,417-862-2787,417-862-7877,,,,info@springfieldarts.org,www.springfieldarts.org,Springfield Regional Arts Council,https://www.facebook.com/SpringfieldArts,@springfieldarts,"Advocates for the local arts and provides outreach programs to 27 area counties; operates The Creamery Arts Center which houses the offices of the Ballet, SRO Lyric Theatre, the Symphony, Springfield Community Center, Care to Learn and First Friday Art Walk."
411 N. Sherman Parkway,33705,Springfield Regional Opera Guild,,Springfield,MO,65802,GREENE COUNTY,417-860-1960,,,,,,www.srolyrictheatre.org,SRO Lyric Theatre,https://www.facebook.com/SpringfieldRegionalOpera,,A volunteer group of opera lovers that supports SRO--A Lyric Theatre Company.
,A1,Springfield Rotaract Club,,,,,GREENE COUNTY,,417-447-2663,,,,info@springfieldrotaract.org,www.springfieldrotaract.org,Rotaract Club of Springfield,https://www.facebook.com/pages/Rotaract-Club-of-Springfield/253715304647536,,"Service organization of young business and professional people, ages 18-30, that promotes humanitarian projects and ethical standards; Rotaract is a program of Rotary International."
,33707,Springfield Service Club of the Blind,,Springfield,MO,,GREENE COUNTY,417-865-3169,,,1-800-342-5632,314-832-7172,,www.moblind.org,,,,"Promotes social, educational and legislative interests of blind persons."
P.O. Box 460,33504,Springfield Summit Optimist Club,,Nixa,MO,65714,CHRISTIAN COUNTY,417-350-5912,,,,,,www.SpringfieldSummitOptimists.org and www.Optimists.org,Springfield Summit Optimist Club,https://www.facebook.com/pages/Springfield-Summit-Optimist-Club/192888700721528?ref=hl,,Encourages the development of youth.
411 N. Sherman Parkway,33709,Springfield Symphony Guild,,Springfield,MO,65802,GREENE COUNTY,417-864-6683,417-864-8967,,,,spfldsympguild@gmail.com,www.springfieldmosymphony.org,Springfield Symphony Guild,https://www.facebook.com/Springfield-Symphony-Guild-MO-433855250140025/,,Provides support for the Springfield Symphony and assists music education in the community.
411 N. Sherman Parkway,33708,Springfield Symphony Orchestra,,Springfield,MO,65802,GREENE COUNTY,417-864-6683,417-864-8967,,,,marketingmanager@springfieldmosymphony.org,www.springfieldmosymphony.org,Springfield Symphony Orchestra MO,https://www.facebook.com/springfieldsymphony,@SprngfldSymph,"Provides the highest level of symphonic music and music education to all of southwest Missouri, with a balance of artistic interests and sound fiscal responsibility."
Cooper Tennis Complex,33710,Springfield Tennis Association,2331 E. Pythian St.,Springfield,MO,65802,GREENE COUNTY,417-837-5826,,,,,lpmotennis@mediacombb.net,,,,,Supports and promotes the Springfield Lasers and all phases of tennis.
1525 E. Republic Rd. Suite W,33711,Springfield Toastmasters Club 527,,Springfield,MO,65804,Lawrence,417-880-7079,,,,,springfieldtoastmasters@yahoo.com,www.527.toastmastersclubs.org,Springfield Toastmasters 527,https://www.facebook.com/groups/232735678045/,,"Strives to increase an individual's ability to communicate effectively in the arena of public speaking by providing opportunities to practice and improve speech organization, presentation skills and leadership skills."
1715 N. Boonville Ave.,54107,Springfield Victory Mission,,Springfield,MO,65803,GREENE COUNTY,417-831-6387,417-831-9980,,,,info@victorymission.com,www.victorymission.com,Springfield Victory Mission,https://www.facebook.com/SpringfieldVictoryMission,,"Meets physical and spiritual needs of homeless and poor through emergency and educational services. These includes lodging, food, clothing, school supplies, counseling, recovery and life skills and job training."
824 W. Commercial St.,53669,Springfield Victory Vintage Thrift Store,,Springfield,MO,65803,GREENE COUNTY,417-864-2244,,,,,information@victorymission.com,www.victorymission.com,,,,"Sells used clothing, appliances and household items at a reasonable price; gives clothing to singles and families in need and other missionary groups."
P.O. Box 608,AAA888,Springfield Vintage Motor Club,,Springfield,MO,65801,,,,,,,,,Springfield Vintage Motor Club,https://www.facebook.com/pages/Springfield-Vintage-Motor-Club/124803477711589,,"Gathers to talk about vintage cars and ways to care for them; tours landmarks related to Route 66 and private collections. Meets at Heritage Cafeteria on the first Friday of every month at 7 p.m. to discuss vintage cars, car shows and possible tours. You do not have to own an antique or vintage car to join."
1923 N. Weller Ave.,54769,Springfield Women's Intersports Network (WIN),,Springfield,MO,65803,GREENE COUNTY,417-864-1049,417-863-1026,,,,springfieldwin@gmail.com,www.springfieldwin.com,,,@WIN4Springfield,Recognizes and promotes awareness of girl's and women's amateur and professional sports competition and their participants.
2835 W. Bennett St.,34120,"Springfield Workshop, Inc.",,Springfield,MO,65802,GREENE COUNTY,417-866-2339,417-866-6485,,,,info@springfieldworkshop.com,www.springfieldworkshop.com,SWI Industrial Solutions,https://www.facebook.com/pages/SWI-Industrial-Solutions/511963078875204,,Provides meaningful employment for those with disabilities.
,33714,Springfield Writers' Guild,,,,,GREENE COUNTY,417-883-4532,,,,,waynegroner@yourmemoriesyourbook.com,www.springfieldwritersguild.org,Springfield Writers' Guild,https://www.facebook.com/springfieldwritersguild,,"Provides encouragement to local writers in their craft and mutual support among members; encourages aspiring writers in the marketing of their literary material for payment through emphasizing mentoring, genre interest, motivation and publishing of its members."
3141-C E. Mimosa,54811,Springfield Writers' Workshop,,Springfield,MO,65804,GREENE COUNTY,417-886-9679,,,,,,,,,,A critique group that helps writers improve their work and get published; meets weekly.
815 E. Saint Louis St.,33673,"Springfield, Missouri Convention & Visitors Bureau",,Springfield,MO,65806,GREENE COUNTY,417-881-5300,417-881-2231,,1-800-678-8767,,cvb@springfieldmo.org,www.springfieldmo.org,"I Love Springfield, MO!",https://www.facebook.com/SpringfieldMissouri,@SpringfieldCVB,"Promotes tourism, conventions, sporting events and trade shows in Springfield; operates the Route 66 Springfield Visitor Center on east St. Louis Street and an information desk at the Springfield-Branson National Airport."
c/o Drury University--Attn: Dr. Koch,33207,Springfield-Drury Civic Orchestra,900 N. Benton Ave.,Springfield,MO,65802,GREENE COUNTY,417-873-7298,,,,,ckoch@drury.edu,www.sdco.drury.edu,Springfield-Drury Civic Orchestra,https://www.facebook.com/pages/Springfield-Drury-Civic-Orchestra/113236547473,,A civic orchestra featuring professional and student classical musicians. Community members are welcome to audition.
227 E. Chestnut Expressway,24621,Springfield-Greene County Health Department,,Springfield,MO,65802,GREENE COUNTY,417-864-1658,,,,,,health.springfieldmo.gov,Springfield-Greene County Health Department,https://www.facebook.com/SGCHD,,"Public health services related to food safety, animal control, and disease prevention and surveillance. Missouri birth and death certificates may be obtained through this office."
660 S. Scenic Ave.,53662,Springfield-Greene County Health Department: Westside Public Health Center,,Springfield,MO,65802,GREENE COUNTY,417-874-1220,417-874-1215,,,,health@springfieldmo.gov,www.health.springfieldmo.gov,,,,Provides immunization services to the community from birth to adult. 
440 E. Tampa St.,34134,"Springfield-Greene County Health Department: Women, Infants and Children Supplemental Nutrition Program (WIC)",,Springfield,MO,65806,GREENE COUNTY,417-851-1580,417-863-8790,,,,jrandolph@springfieldmo.gov,www.health.springfieldmo.gov/wic,,,,"Provides nutrition education, health risk assessment, referral services, lactation services, and a supplemental food package for all eligible women, infants and children up to the age of five years."
4653 S. Campbell Ave.,32597,Springfield-Greene County Library District,,Springfield,MO,65810,GREENE COUNTY,417-883-5366,417-889-2547,,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,Provides library services through ten branches and the Mobile Library.
101 E. Main St.,33177,Springfield-Greene County Library District: Ash Grove Branch Library,,Ash Grove,MO,65604,GREENE COUNTY,417-751-2933,,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@ashgrovelibrary,A branch of the Springfield-Greene County Library District.
2214 Brentwood Blvd.,33195,Springfield-Greene County Library District: Brentwood Branch Library,,Springfield,MO,65804,GREENE COUNTY,417-883-1974,417-883-6412,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,A branch of the Springfield-Greene County Library District.
81 S. Orchard Blvd.,33406,Springfield-Greene County Library District: Fair Grove Branch Library,,Fair Grove,MO,65648,GREENE COUNTY,417-759-2637,,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,A branch of the Springfield-Greene County Library District.
4653 S. Campbell Ave.,BBB444,Springfield-Greene County Library District: Library Outreach Services,,Springfield,MO,65810,,417-883-5366,417-889-2547,417-882-0174,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,"Provides Mobile Library, child care site storytimes and other library outreach services in Greene County, including delivery of materials to the homebound. A department of the Springfield-Greene County Library District."
397 E. Central St.,33435,Springfield-Greene County Library District: Midtown Carnegie Branch Library,,Springfield,MO,65802,GREENE COUNTY,417-862-0135,417-866-1259,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,A branch of the Springfield-Greene County Library District.
128 Park Central Square,232323,Springfield-Greene County Library District: Park Central Branch Library,,Springfield,MO,65806,,417-831-1342,,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@ParkCentralLibr,A branch of the Springfield-Greene County Library District.
921 N. Lindsey Ave.,33578,Springfield-Greene County Library District: Republic Branch Library,,Republic,MO,65738,GREENE COUNTY,417-732-7284,417-732-6143,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,A branch of the Springfield-Greene County Library District.
"101 S. Highway 125, Suite H",33434,Springfield-Greene County Library District: Strafford Branch Library,,Strafford,MO,65757,,417-736-9233,,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,A branch of the Springfield-Greene County Library District
4653 S. Campbell Ave.,53719,Springfield-Greene County Library District: The Library Center,,Springfield,MO,65810,GREENE COUNTY,417-882-0714,417-883-9348,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,"Main library of the Springfield-Greene County Library District. Also houses administrative offices, human resources, community relations and other service departments."
2535 N. Kansas Expressway,33404,Springfield-Greene County Library District: The Library Station,,Springfield,MO,65803,GREENE COUNTY,417-865-1340,417-862-6514,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@springfieldlib,A branch of the Springfield-Greene County Library District.
4653 S. Campbell Ave.,33756,Springfield-Greene County Library District: Walking Books,,Springfield,MO,65810,GREENE COUNTY,417-883-6112,417-889-2547,,,,askalibrarian@thelibrary.org,thelibrary.org/services/walkbook.cfm,,,,"Provides free delivery of library materials to patrons who cannot easily travel due to physical limitations. Volunteer drivers make regularly scheduled deliveries of books, audio books and DVDs. A department of the Springfield-Greene County Library District."
304 E. Jackson St. #1A,33763,Springfield-Greene County Library District: Willard Branch Library,,Willard,MO,65781,GREENE COUNTY,417-742-4258,417-742-4589,417-882-0714,,,askalibrarian@thelibrary.org,thelibrary.org,Springfield-Greene County Library District,https://www.facebook.com/thelibrary.org,@willardlibrary,A branch of the Springfield-Greene County Library District.
330 W. Scott,33717,Springfield-Greene County Office of Emergency Management (OEM),,Springfield,MO,65802,GREENE COUNTY,417-869-6040,417-869-6654,,,417-829-6200,lwoods@greenecountyoem.org,www.greenecountyoem.org,Springfield-Greene County Office of Emergency Management,https://www.facebook.com/SpringfieldGreeneOEM?ref=br_tf,@gcoem,Assists the community in disaster preparedness efforts and emergency operations.
1923 N. Weller Ave.,33697,Springfield-Greene County Park Board,,Springfield,MO,65803,GREENE COUNTY,417-864-1049,417-837-5811,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,Maintains parks and recreation.
Roger Killian Sports Complex,65885,Springfield-Greene County Park Board/ASA: Softball Hall of Fame Museum,2141 E. Pythian St.,Springfield,MO,65804,,417-837-5817,417-837-5829,,,,mnelson@springfieldmo.gov,www.parkboard.org,,,,Houses a documented history and memorabilia of Springfield softball competition dating from the 1920s.
1825 E. Norton Road,466889,Springfield-Greene County Park Board: Betty Allison Golf Course at Oscar Blom,,Springfield,MO,65803,,417-833-9962,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"A par-3, lighted, 9-hole, easy-to-walk course -- the perfect course to learn and sharpen golf skills for any member of the family. Kids play free Sunday-Thursday. Open for evening play. Next door to Bill & Payne Stewart Golf Course."
1825 E. Norton Road,A15,Springfield-Greene County Park Board: Bill & Payne Stewart Golf Course,,Springfield,MO,65803,,417-833-9962,417-833-3334,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Renowned designer Perry Maxwell designed this 18-hole, 6,162 yard par 70 course. Named for Missouri Amateur winner Bill Stewart, and his son, PGA pro Payne Stewart, who was an 11-time tour winner, including two U.S. Opens and a PGA Championship. Course offers driving range, practice greens and pro shops."
2278 S. Inglewood Road,52948,Springfield-Greene County Park Board: Chess Club,,Springfield,MO,65804,GREENE COUNTY,417-827-1102,,,,,brevcamp@yahoo.com,www.springfieldparkboardchessclub.com,,,,"Meets weekly to play, watch and study the game of chess. Members can compete for ratings from the U.S. Chess Federation; meetings held at Southside Senior Center most Fridays."
2511 W. Republic Road,54893,Springfield-Greene County Park Board: Chesterfield Family and Aquatic Center,,Springfield,MO,65807,GREENE COUNTY,417-891-1616,417-891-1615,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Featues a gymnasium, indoor track, cardio exercise and free weight rooms, aerobics, indoor cycling, childcare, game room, a 28-foot rock climbing wall and a community room for rent. The Chesterfield Indoor Aquatics Center offers a zero-depth entry, a 100-foot water slide, resistance walk, whirlpool, and child’s play area. A variety of memberships and day passes are available."
2331 E. Pythian,A11,Springfield-Greene County Park Board: Cooper Tennis Complex,,Springfield,MO,65802,,417-837-5800,417-837-5804,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"2006 USTA/ Missouri Valley Section Facility of the Year, Cooper Tennis offers 12 indoor courts and 17 outdoor lighted courts with the outdoor 2,500-seat Mediacom Tennis Stadium. The facility houses a full-service pro shop with racquet stringing and grip service; locker rooms with showers, a fitness room with exercise equipment and free weights, a conference room and a large meeting area. Lessons and leagues available for all ages and skill levels. Home to the Greater Springfield Community Olympic Development Program (CODP) for Tennis. Also home to the Springfield Lasers pro World TeamTennis franchise. Lasers home matches played in Springfield throughout July."
2100 W. Catalpa St.,3343690,Springfield-Greene County Park Board: Cruse Dog Park,,Springfield,MO,65803,,417-864-1049,417-864-2095,,,417-864-1404,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"This six-acre park is Springfield’s first off-leash dog park featuring designated areas for small and large dogs to play and run. The park is located just west of Kansas Expressway, off Grand Street. The fenced facility features water stations for both canines and humans. Open seven days a week, dawn-to-dusk, weather and conditions permitting. Dogs must be registered and owners must privide specific vaccination records."
2701 S. Blackman Road,A10,Springfield-Greene County Park Board: Dan Kinney Family Center,,Springfield,MO,65809,,417-891-1500,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"The Park Board’s newest family center opened in 2013 with a gymnasium, 1/16 mile indoor walking/running tack, fitness center, aerobics room, childcare, game room, community room and locker rooms. Located in Dan Kinney Park adjacent to Miracle League Ball Field. A variety of memberships and day passes are available."
301 E. Talmage St.,33251,Springfield-Greene County Park Board: Doling Family Center and Indoor Aquatics Center,,Springfield,MO,65803,GREENE COUNTY,417-837-5900,417-837-5904,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Full-service family center in historic Doling Park includes gymnasium, indoor track, weight room, cardio equipment, aerobics room, game room, childcare and locker rooms. The new Doling Indoor Aquatics Center features a zero-depth entry recreational pool, slide, water spouts, water-brella and other interactive features. Also includes a three-lane-25-meter lap pool and therapeutic whirlpool spa. A variety of memberships and day passes are available."
"Doling Park, 301 E. Talmage",A17,Springfield-Greene County Park Board: Doling History Museum,,Springfield,MO,65803,,417-837-5808,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Located on site of Doling’s former roller skating rink, the museum features Doling Park’s 130-year history, including memorabilia from the bygone amusement park. Courtyard rentals available. Open Tuesday, Friday and Sunday, April-October."
330 E. Water St.,330039,Springfield-Greene County Park Board: Founders Park,,Springfield,MO,65806,,417-837-5710,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Take a walking tour at the founding site of Springfield. Pictures and narrative text take you through our city’s history at this downtown Springfield park location. Walk the greenway trail to nearby Jordan Valley Park. Founders Park is home to a summer weekday concert series, summer Movies at Founders Park and other activities. Free."
2400 S. Scenic Ave.,33296,Springfield-Greene County Park Board: Gray-Campbell Farmstead,,Springfield,MO,65807,GREENE COUNTY,417-725-4921,,,,,information@graycampbellfarmstead.org,www.graycampbellfarmstead.org,The Gray Campbell Farmstead,https://www.facebook.com/GrayCambellFarmstead,,"A historical preservation site that hosts special events that are educational in nature throughout the year; the Farmstead, located at 2400 S. Scenic in Springfield in Nathanael-Greene/Close Memorial Park, has the oldest cabin in Springfield and the one-room Liberty Schoolhouse. It is operated and maintained by the Friends of the Gray-Campbell Farmstead. Weekend tours available."
2409 S. Scenic Ave.,33681,Springfield-Greene County Park Board: Horton Smith Golf Course,,Springfield,MO,65807,GREENE COUNTY,417-891-1639,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"This 18-hole, 6,312-yard course with driving range is perfect for the novice, intermediate or highly skilled player. Full line pro shop with golf equipment, private golf lessons, junior clinics and leagues throughout the sunmer. Course was named for Springfield’s first local champion, winner of the inaugural Masters Tournament in 1934, Horton Smith."
735 E. Trafficway,445444,Springfield-Greene County Park Board: Jordan Valley Park,,Springfield,MO,65806,,417-866-7444,417-866-4888,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Jordan Valley Park, located in the heart of Springfield is an urban meadow vast enough to find places for solitude and places to socialize. Splash in the Ozarks Fountain and Stream; play with K-Man and the Springfield Wagon; enjoy a picnic lunch with family and friends, walk or bike the Jordan Creek Greenway. Adjacent to Mediacom Ice Park and the Creamery Arts Center."
2141 E. Pythian,A12,Springfield-Greene County Park Board: Killian Sports Complex,,Springfield,MO,65803,,417-837-5817,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"A 1,080-seat softball stadium and five other fields make up the lighted complex. The stadium is home to the Missouri State University Softball team. A number of annual state, regional, and national softball tournaments are hosted at the complex."
2312 E. Lake Springfield Park Road,5332422,Springfield-Greene County Park Board: Lake Springfield Boathouse and Marina,5324 S. Kissick Ave.,Springfield,MO,65804,,417-891-1550,417-891-1555,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"If you like the outdoors, you’ll love this 153-acre property with more than one mile of shoreline and the five-mile James River Water Trail. The beautiful Lake Springfield Boathouse, overlooking the lake, is available for special events along with public and private bookings. Canoe/kayak rentals available, weather permitting."
635 E. Trafficway,53775,Springfield-Greene County Park Board: Mediacom Ice Park,,Springfield,MO,65806,GREENE COUNTY,417-866-7444,417-866-4888,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Recreational and competitive ice sports can be found at the Ice Park. Enjoy open ice skating, figure skating, or join a hockey team (lessons and leagues available for all ages). The Ice Park is home to the Missouri State Ice Bears Div. I and II hockey teams; The Springfield Express Junior-A hockey team, the Springfield Youth Hockey Association; and the Jordan Valley Figure Skating Club. The facility is perfect for birthday parties, group functions or special events. Group discounts available."
301 E. Talmage St.,A14,Springfield-Greene County Park Board: Miracle League Ball Field,,Springfield,MO,65803,,417-837-5808,417-837-5905,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"The Betty and Bobby Allison Miracle League Field was built to help players with physical or developmental disabilities hit, run, catch and play ball. The 1/3-size field features a barrier-free, cushioned synthetic surface which enables players using wheelchairs or walkers to glide unrestricted. The entire facility is accessible, next to Dan Kinney Park Universal Playground. Kids and adult leagues in spring and fall."
2400 S. Scenic Ave.,A19,Springfield-Greene County Park Board: Mizumoto Japanese Stroll Garden,,Springfield,MO,65802,,417-891-1515,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Unique seven-acre garden of Japanese design, complete with teahouse, moon bridge, pagoda and three lakes. Located in Nathanael Greene/Close Memorial Park. Hosts Japanese Fall Festival each September. Open Thursday-Monday, April-October; admission is $3."
301 E. Talmage St.,54671,Springfield-Greene County Park Board: Northview Center,,Springfield,MO,65803,GREENE COUNTY,417-837-5808,417-837-5905,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,,"Northview Center offers weekday programming and meals for ages 55+. There is no membership fee, although some programs have nominal fees. Programs include arts & crafts, billiards, fitness, computers and hospitality with library and book exchange. SWMOA provides services and lunch Monday-Friday (except holidays). Northview also houses the Accessible Recreation programs for persons 18+ years with disabilities. Northview may be rented for meetings or special events."
1538 S. Oak Grove St.,33501,Springfield-Greene County Park Board: Oak Grove Community Center,,Springfield,MO,65804,GREENE COUNTY,417-891-1635,417-891-1941,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Offers regulation-size gym with drop-down basketball goals, volleyball, climbing wall, ping-pong table and a variety of sport balls for gym sports. The center also has a community room with tables and chairs, kitchen sink, refrigerator and microwave. Located in beautiful Oak Grove Park, with kids playground, outdoor basketball goals and a challenging disc golf course."
1408 E. Pythian St.,54894,Springfield-Greene County Park Board: O'Reilly Tefft Gym,,Springfield,MO,65802,GREENE COUNTY,417-837-5817,417-864-1343,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,Offers a variety of basketball and volleyball leagues and programs throughout the year.
1300 N. Grant St.,33572,Springfield-Greene County Park Board: Railroad Historical Museum,,Springfield,MO,65807,GREENE COUNTY,417-833-0994,,,,,railroadhistoricalmuseum@yahoo.com,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"The Railroad Historical Museum is located in Grant Beach Park, with access to a public pool, playground and picnic areas. This is a non-profit organization dedicated to the preservation of railroad history. The museum is staffed by volunteers, most of whom have a connection to the railroad industry and can answer your questions. Open Saturday, 2-4 p.m., May-October, or by appointment."
2850 W. Farm Road 190,A16,Springfield-Greene County Park Board: Rivercut Golf Course,,Springfield,MO,65810,,417-891-1645,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Ranked 4.5 stars out of 5 and Golf Digest’s No. 1 Municipal Golf Course in the State of Missouri (2009), Rivercut is the “Crown Jewel” of Springfield-Greene County Park Board’s public courses. An 18-hole, 7,066-yard par 72 golf course, it offers a practice facility, driving range, pro shop and golf-theme playground."
3825 W. Farm Road 146,1455777,Springfield-Greene County Park Board: Rutledge-Wilson Farm Park,,Springfield,MO,65802,,417-837-5949,417-837-5948,,,,parks@parkboard.org,www.parkboard.org,Rutledge-Wilson Farm Park,https://www.facebook.com/RutledgeWilsonFarmPark,@TheParkBoard,"A 207-acre farm park designed for visitors to have fun while learning about our community’s rich agricultural heritage. Includes a variety of farm animals, barns and pens, a catch-and-release fishing pond, seasonal crops, walking trail, farm-themed playground and giftshop. Free admission."
300 E. Harrison,A18,Springfield-Greene County Park Board: SPARC School-Park Program,,Springfield,MO,65806,,417-837-5737,,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"SPARC (School, Parks are Reaching Communities) includes before-and-after school programs, summer day camps and intramural sports, in partnership with Springfield Public Schools."
1923 N. Weller Ave.,33652,Springfield-Greene County Park Board: Springfield Amateur Softball Association,,Springfield,MO,65803,GREENE COUNTY,417-837-5817,417-837-5829,,,,mnelson@springfieldmo.gov,www.springfieldsoftball.com,Springfield Softball,https://www.facebook.com/springfield.softball.3,,Promotes amateur softball in Springfield.
2400 S. Scenic Ave.,oo,Springfield-Greene County Park Board: Springfield Botanical Gardens at Nathanael Greene-Close Memorial Park,,Springfield,MO,65807,Greene,417-891-1515,417-823-4818,,,,parks@parkboard.org,www.parkboard.org,Springfield Botanical Gardens at Nathanael Greene/Close Memorial Park,https://www.facebook.com/TheParkBoard,@TheParkBoard,"The Park Board’s premier location for everything “green thumb”, Nathanael Greene/Close Memorial Park is home to the Springfield Botanical Gardens, now one of the area’s top attractions. The 113-acre park boasts dozens of themed gardens maintained by Friends of the Garden and other volunteers. The park also features the Dr. Bill Roston Butterfly House, The Gray Campbell Farmstead, Master Gardener Demonstration Gardens, the Misumoto Japanese Stroll Garden and several garden-themed playgrounds. Visitors can learn about plant life through events, demonstrations, volunteer opportunities, signage and a “guide-by-cell phone” tool. Lake Drummond sits on the south of the property with a link into the Ozark Greenway’s South Creek Greenway."
